triad_id,responder_id,session,trial,game_type,type_trial,responder_choice_side,offer,proposer_id,accepted
FSR,Riet,9,5,triadic,cons_right,R,3,Frodo,FALSE
FSR,Riet,9,5,triadic,cons_right,R,2,Sandra,TRUE
FSR,Riet,9,6,triadic,cons_right,R,4,Frodo,FALSE
FSR,Riet,9,6,triadic,cons_right,R,3,Sandra,TRUE
FSR,Riet,9,7,triadic,cons_left,L,4,Frodo,TRUE
FSR,Riet,9,7,triadic,cons_left,L,4,Sandra,FALSE
FSR,Riet,9,8,triadic,cons_left,L,6,Frodo,TRUE
FSR,Riet,9,8,triadic,cons_left,L,3,Sandra,FALSE
FSR,Riet,10,1,dyadic,left,L,5,Frodo,TRUE
FSR,Riet,10,2,dyadic,left,L,3,Frodo,TRUE
FSR,Riet,10,3,dyadic,right,R,2,Sandra,TRUE
FSR,Riet,10,4,dyadic,right,R,2,Sandra,TRUE
FSR,Riet,10,5,dyadic,left,L,4,Frodo,TRUE
FSR,Riet,10,6,dyadic,left,L,3,Frodo,TRUE
FSR,Riet,10,7,dyadic,right,R,4,Sandra,TRUE
FSR,Riet,10,8,dyadic,right,R,2,Sandra,TRUE
FSR,Riet,11,1,triadic,simultaneous,R,2,Sandra,FALSE
FSR,Riet,11,1,triadic,simultaneous,R,0,Frodo,TRUE
FSR,Riet,11,2,triadic,simultaneous,L,4,Sandra,TRUE
FSR,Riet,11,2,triadic,simultaneous,L,1,Frodo,FALSE
FSR,Riet,11,3,triadic,simultaneous,L,2,Sandra,TRUE
FSR,Riet,11,3,triadic,simultaneous,L,2,Frodo,FALSE
FSR,Riet,11,4,triadic,simultaneous,L,4,Sandra,TRUE
FSR,Riet,11,4,triadic,simultaneous,L,3,Frodo,FALSE
FSR,Riet,11,5,triadic,cons_right,L,4,Sandra,TRUE
FSR,Riet,11,5,triadic,cons_right,L,3,Frodo,FALSE
FSR,Riet,11,6,triadic,cons_right,R,3,Sandra,FALSE
FSR,Riet,11,6,triadic,cons_right,R,4,Frodo,TRUE
FSR,Riet,11,7,triadic,cons_left,L,2,Sandra,TRUE
FSR,Riet,11,7,triadic,cons_left,L,1,Frodo,FALSE
FSR,Riet,11,8,triadic,cons_left,L,3,Sandra,TRUE
FSR,Riet,11,8,triadic,cons_left,L,2,Frodo,FALSE
FSR,Riet,12,1,dyadic,left,L,2,Sandra,TRUE
FSR,Riet,12,2,dyadic,left,L,3,Sandra,TRUE
FSR,Riet,12,3,dyadic,right,R,3,Frodo,TRUE
FSR,Riet,12,4,dyadic,right,R,2,Frodo,TRUE
FSR,Riet,12,5,dyadic,left,L,2,Sandra,TRUE
FSR,Riet,12,6,dyadic,left,L,2,Sandra,TRUE
FSR,Riet,12,7,dyadic,right,R,3,Frodo,TRUE
FSR,Riet,12,8,dyadic,right,R,4,Frodo,TRUE
FSR,Riet,13,1,triadic,cons_left,L,6,Frodo,TRUE
FSR,Riet,13,1,triadic,cons_left,L,2,Sandra,FALSE
FSR,Riet,13,2,triadic,cons_left,L,5,Frodo,TRUE
FSR,Riet,13,2,triadic,cons_left,L,3,Sandra,FALSE
FSR,Riet,13,3,triadic,cons_right,L,6,Frodo,TRUE
FSR,Riet,13,3,triadic,cons_right,L,6,Sandra,FALSE
FSR,Riet,13,4,triadic,cons_right,L,6,Frodo,TRUE
FSR,Riet,13,4,triadic,cons_right,L,4,Sandra,FALSE
FSR,Riet,13,5,triadic,simultaneous,L,4,Frodo,TRUE
FSR,Riet,13,5,triadic,simultaneous,L,7,Sandra,FALSE
FSR,Riet,13,6,triadic,simultaneous,R,7,Frodo,FALSE
FSR,Riet,13,6,triadic,simultaneous,R,5,Sandra,TRUE
FSR,Riet,13,7,triadic,simultaneous,R,3,Frodo,FALSE
FSR,Riet,13,7,triadic,simultaneous,R,5,Sandra,TRUE
FSR,Riet,13,8,triadic,simultaneous,L,6,Frodo,TRUE
FSR,Riet,13,8,triadic,simultaneous,L,3,Sandra,FALSE
FSR,Riet,14,1,dyadic,right,R,3,Sandra,TRUE
FSR,Riet,14,2,dyadic,right,R,2,Sandra,TRUE
FSR,Riet,14,3,dyadic,left,L,6,Frodo,TRUE
FSR,Riet,14,4,dyadic,left,L,4,Frodo,TRUE
FSR,Riet,14,5,dyadic,right,R,2,Sandra,TRUE
FSR,Riet,14,6,dyadic,right,R,2,Sandra,TRUE
FSR,Riet,14,7,dyadic,left,L,5,Frodo,TRUE
FSR,Riet,14,8,dyadic,left,L,3,Frodo,TRUE
FSR,Riet,15,1,triadic,simultaneous,L,3,Sandra,TRUE
FSR,Riet,15,1,triadic,simultaneous,L,1,Frodo,FALSE
FSR,Riet,15,2,triadic,simultaneous,L,2,Sandra,TRUE
FSR,Riet,15,2,triadic,simultaneous,L,1,Frodo,FALSE
FSR,Riet,15,3,triadic,simultaneous,L,3,Sandra,TRUE
FSR,Riet,15,3,triadic,simultaneous,L,0,Frodo,FALSE
FSR,Riet,15,4,triadic,simultaneous,L,2,Sandra,TRUE
FSR,Riet,15,4,triadic,simultaneous,L,1,Frodo,FALSE
FSR,Riet,15,5,triadic,cons_left,R,1,Sandra,FALSE
FSR,Riet,15,5,triadic,cons_left,R,3,Frodo,TRUE
FSR,Riet,15,6,triadic,cons_left,L,2,Sandra,TRUE
FSR,Riet,15,6,triadic,cons_left,L,0,Frodo,FALSE
FSR,Riet,15,7,triadic,cons_right,R,2,Sandra,FALSE
FSR,Riet,15,7,triadic,cons_right,R,3,Frodo,TRUE
FSR,Riet,15,8,triadic,cons_right,R,3,Sandra,FALSE
FSR,Riet,15,8,triadic,cons_right,R,2,Frodo,TRUE
FSR,Riet,16,1,dyadic,right,R,2,Frodo,TRUE
FSR,Riet,16,2,dyadic,right,R,1,Frodo,TRUE
FSR,Riet,16,3,dyadic,left,L,2,Sandra,TRUE
FSR,Riet,16,4,dyadic,left,L,2,Sandra,TRUE
FSR,Riet,16,5,dyadic,right,R,1,Frodo,TRUE
FSR,Riet,16,6,dyadic,right,R,5,Frodo,TRUE
FSR,Riet,16,7,dyadic,left,L,4,Sandra,TRUE
FSR,Riet,16,8,dyadic,left,L,2,Sandra,TRUE
